tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis,deslang_demoji,response,tweet_no_unicode,safety,tweeter,emph,result,jhu,response_ld,jhu_ld,result_ld,tweeter_ld,emph_ld,response_word_num,jhu_word_num,result_word_num,tweeter_word_num,emph_word_num
"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",20,0.9473684210526316,0,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",0,all joking aside i hope he can turn them around i would love to see a cavslakers finals someday,0,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",  don't get me wrong lbj will still be a force in that time but not the way he is now. ,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",0,i ' m sure he will . he ' s a great player .,i would too . i think they would be a great team to watch .,i ' m sure he will . he ' s a great player .,  i am not sure if i was a kid .,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.8571428571428571,21,9,10,10,13
spicer says priority is to deport people in u.s. illegally who have committed crimes.,15,1.0,0,spicer says priority is to deport people in u.s. illegally who have committed crimes.,0,spicer says priority is to deport people in us illegally who have committed crimes,0,spicer says priority is to deport people in u.s. illegally who have committed crimes.,  may be interested to know that ,spicer says priority is to deport people in u.s. illegally who have committed crimes.,0,i ' m sure he ' s a good guy .,i agree with you .,i ' m sure he ' s a good guy .,  i am not sure if i was a kid .,0.875,0.7272727272727273,1.0,1.0,1.0,6,9,8,8,4
you can take the boy out of cambridge...,8,1.0,0,you can take the boy out of cambridge...,0,you can take the boy out of cambridge,0,you can take the boy out of cambridge...,"  sorry i'm petty. they mis-spelled his name in the headline of a huge feature piece last summer, that was village ",you can take the boy out of cambridge...,0,i ' m not sure i ' m ready for that .,i ' m not sure i follow .,i ' m not sure i ' m ready for that .,  i am not sure if i was a kid . i am not a kid .,0.9545454545454546,0.5,0.8,0.8,0.8571428571428571,22,14,9,9,6
"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",25,0.9166666666666666,0,"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",0,i’m not certain but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon,0,"im not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",  or so the incompetent credit union i’m leaving would suggest. ,"im not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",0,i ' m not sure if it ' s a voodoo spell or a pigeon . i ' m not sure .,that ' s interesting . i ' ve never heard of that before .,i ' m not sure if it ' s a voodoo spell or a pigeon . i ' m not sure .,  that is awesome . i am not sure if i was a kid .,0.9166666666666666,0.7142857142857143,0.7222222222222222,0.7222222222222222,0.9090909090909091,11,12,17,17,10
update: it ended the way we thought it would.,9,0.8888888888888888,0,update: it ended the way we thought it would.,0,update it ended the way we thought it would,0,update: it ended the way we thought it would.,"  yeah, just got back and saw the news. figures. ",update: it ended the way we thought it would.,0,i ' m so sorry . i ' m so sorry .,what happened ?,what happened ?,  i am not sure if i was a kid .,0.9090909090909091,0.7272727272727273,1.0,0.5555555555555556,1.0,9,9,2,8,2
"literally just happened to me, failed tf out of my exam just now :)",13,0.9285714285714286,0,"literally just happened to me, failed tf out of my exam just now :)",1,literally just happened to me failed The f**k out of my exam just now,1,"literally just happened to me, failed tf out of my exam just now :)",  this is also going to be me when i fail....... ,"literally just happened to me, failed tf out of my exam just now :)",0,i ' m so sorry ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,oh no ! i ' m sorry to hear that . what happened ?,oh no ! i ' m sorry to hear that . what happened ?,  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,1.0,1.0,1.0,10,9,10,4,10
yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,21,0.9523809523809524,0,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,1,yes national health insurance would make it so much easier to start a small Business that would help revitalize the mi…,1,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi,"  easier to start a small biz *and* easier to then compete with big biz, who attract talent w/shiny health plans ",yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi,0,"i ' m not sure what you mean by "" revitalize "" .",i agree . national health insurance would be great .,"i ' m not sure what you mean by "" revitalize "" .",  i am not sure if i could have a job .,0.8181818181818182,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,21,10,9,9,8
i didn't vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,23,0.9090909090909092,0,i did not vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,0,i did not vote on a false premise so stop trying to speak for me you can only speak for yourself nobody else,0,i didn't vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,  im not speaking for anyone jake. i'll do what the fuck i like son. ,i didn't vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,0,you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar .,"i ' m sorry , i didn ' t mean to offend . i ' m just so tired of the "" i didn ' t vote for a false premise "" argument .",you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar . you ' re a liar .,  i am not sure if i was a kid .,0.9375,0.7272727272727273,0.2,0.2,0.75,15,9,24,24,25
"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",16,0.9375,0,"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",0,rss republisher to twitter à la twitterfeed google feedburner looks hideous hard to config but works,0,"rss ""republisher"" to twitter,  la twitterfeed? google feedburner? looks hideous, hard to config but works.","  nah, hate the ux with that approach.... ","rss ""republisher"" to twitter,  la twitterfeed? google feedburner? looks hideous, hard to config but works.",0,"i ' m not sure what you mean by "" republisher "" .",i ' m not sure what that is .,"i ' m not sure what you mean by "" republisher "" .",  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,0.9166666666666666,0.9166666666666666,0.875,7,9,9,9,7
"school asks teachers to take down pro-diversity posters, saying they're ""anti-trump""",14,1.0,0,"school asks teachers to take down pro-diversity posters, saying they are ""anti-trump""",0,school asks teachers to take down prodiversity posters saying they are antitrump,0,"school asks teachers to take down pro-diversity posters, saying they're ""anti-trump""","  this sounds more and more like adolf, doesn't it? ","school asks teachers to take down pro-diversity posters, saying they're ""anti-trump""",0,i ' m sure they ' re not anti - trump . they ' re anti - trump .,that ' s terrible .,i ' m sure they ' re not anti - trump . they ' re anti - trump .,  i am not sure if i was a kid .,0.8181818181818182,0.7272727272727273,0.6923076923076923,0.6923076923076923,1.0,10,9,12,12,3
mitch kupchak is useless without jerry west. horrible horrible horrible gm.,11,0.8181818181818182,0,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,1,mitch kupchak is useless without jerry west horrible horrible horrible good morning,1,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,"  i thought kupchak was a great gm til the nash trade. made sense but to trade a first round pick 5 years later, ridiculous. ",mitch kupchak is useless without jerry west. horrible horrible horrible gm.,1,i ' m not sure what you ' re talking about . kupchak is a great gm .,i agree . i don ' t like kupchak at all .,i agree . i don ' t like kupchak at all .,  i am sorry to hear that . i am sorry .,0.8846153846153846,0.6363636363636364,0.9,0.9333333333333333,0.9,24,9,9,14,9
asking the important questions tbh,5,1.0,0,asking the important questions tbh,1,asking the important questions to be honest,1,asking the important questions tbh,  i wanna hook up with coles so bad ,asking the important questions tbh,0,i ' m not sure if i ' m ready for this,what are you talking about ?,i ' m not sure if i ' m ready for this,  i am not sure if i was a kid .,0.9,0.7272727272727273,0.8,0.8,1.0,8,9,10,10,5
you’ve seen everything already,5,1.0,0,you’ve seen everything already,0,you’ve seen everything already,0,youve seen everything already,  still nice to be reminded ,youve seen everything already,0,"i ' m not gonna lie , i ' m a little disappointed .","i know , but i ' m not sure if i ' m ready for it yet .","i ' m not gonna lie , i ' m a little disappointed .",  i was a kid . i was a kid .,0.8571428571428571,0.5,0.8181818181818182,0.8181818181818182,0.8,5,8,10,10,14
"it's the responsibility of educators to provide resources to allow students to expand their knowledge, &amp; that includes about current events.",22,0.9047619047619048,0,"it is the responsibility of educators to provide resources to allow students to expand their knowledge, & that includes about current events.",0,it is the responsibility of educators to provide resources to allow students to expand their knowledge amp that includes about current events,0,"it's the responsibility of educators to provide resources to allow students to expand their knowledge, &amp; that includes about current events.","  this concept translates into friendships too -- what does it mean when you can't talk about ""politics"" with your friends? ","it's the responsibility of educators to provide resources to allow students to expand their knowledge, &amp; that includes about current events.",0,"i ' m not saying that teachers should be able to do that , but they should be able to do it .",i agree . i think that education is important .,"i ' m not saying that teachers should be able to do that , but they should be able to do it .",  i am not sure if i could have a job .,0.9523809523809523,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8888888888888888,20,10,20,20,8
has paid asis for this webinar?,6,1.0,0,has paid asis for this webinar?,0,has paid asis for this webinar,0,has paid asis for this webinar?,  it's sponsored by security management. that will be added to the event page. ,has paid asis for this webinar?,0,i ' m not sure . i ' ll check .,"yes , it has .",i ' m not sure . i ' ll check .,  i don't know . i am not sure .,0.9333333333333333,0.7777777777777778,0.875,0.875,1.0,14,8,7,7,3
landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i'm far from israel…,23,0.9523809523809524,0,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i am far from israel…,0,landed in sydney for 1stever visit of an israeli pm to australia thanks for the warm welcome i am far from israel…,0,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i'm far from israel,  i hope sara's time with was enjoyable and she is well. ,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i'm far from israel,0,i ' m so sorry to hear that . i ' m sure you ' ll be a great friend .,that ' s awesome ! i ' ve never been to australia .,that ' s awesome ! i ' ve never been to australia .,  i am not sure if i was a kid .,0.8461538461538461,0.7272727272727273,1.0,0.8235294117647058,1.0,12,9,9,16,9
"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",21,0.8571428571428571,0,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",1,well me being a christian i am torn between this i believe in trump we are 20 trillion in debt just wondering,1,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",  agreed god placed an imperfect man to lead our nation one with huge biz background he picked an all star team to help him gby ,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",0,i ' m not a christian either . i ' m a christian who believes in the constitution .,i think you should go with trump . he is a good president .,i ' m not a christian either . i ' m a christian who believes in the constitution .,  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,0.75,0.75,1.0,25,9,15,15,12
"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",21,0.95,0,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",0,hi i am trying to read 100 books this year and i need your absolute toptier recs around 200 pages,0,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",  any of these: ,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",0,"i ' m not sure if you ' ve read the new book , but it ' s a great read .","i ' m not sure what you ' re looking for , but i ' m sure there are some good ones out there .","i ' m not sure if you ' ve read the new book , but it ' s a great read .",  that is awesome . i am not sure if i could have a job .,0.8,0.8,0.9444444444444444,0.9444444444444444,0.7619047619047619,3,13,17,17,20
girl i'm throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,19,1.0,0,girl i am throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,0,girl i am throwing a massive rooftop party in honor of national moscow mule day friday march 3 come,0,girl i'm throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,  lol i love the theme! sounds good ,girl i'm throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,0,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,that sounds like a lot of fun !,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,1.0,1.0,1.0,7,9,4,4,7
flags doesn’t imply bitfield to me. why does that imply bitfield to you?,14,0.7692307692307693,0,flags doesn’t imply bitfield to me. why does that imply bitfield to you?,0,flags doesn’t imply bitfield to me why does that imply bitfield to you,0,flags doesnt imply bitfield to me. why does that imply bitfield to you?,"  because flag sets are addressed by each individual bit, functionally the same as a bit field. ",flags doesnt imply bitfield to me. why does that imply bitfield to you?,0,i ' m not saying it does . i ' m saying it ' s a bit of a stretch to say it doesn ' t .,i think it ' s because of the way the flag is written .,i ' m not saying it does . i ' m saying it ' s a bit of a stretch to say it doesn ' t .,  i am not sure . i am not sure if i was a kid .,0.8888888888888888,0.5333333333333333,0.7272727272727273,0.7272727272727273,0.9230769230769231,16,13,21,21,12
well they're all the same so..,7,1.0,0,well they are all the same so..,0,well they are all the same so,0,well they're all the same so..,  i didn't mention business degrees here ,well they're all the same so..,0,i ' m not sure what you ' re saying .,what do you mean ?,i ' m not sure what you ' re saying .,  i am sure you are . i am not sure if i was a kid .,0.875,0.5625,1.0,1.0,1.0,7,14,8,8,4
trying to small talk w the squad like,8,1.0,0,trying to small talk w the squad like,0,trying to small talk w the squad like,0,trying to small talk w the squad like,"  fr doe, who do these bitches like nowadays??? ",trying to small talk w the squad like,0,i ' m not even gonna talk to you,what squad are you talking about ?,i ' m not even gonna talk to you,  i am not sure . i am not sure if i was a kid .,0.9,0.5333333333333333,1.0,1.0,1.0,8,13,8,8,6
"do it! see hamilton, donate to . it's a win-win-win situation!",13,1.0,0,"do it! see hamilton, donate to . it is a win-win-win situation!",0,do it see hamilton donate to it is a winwinwin situation,0,"do it! see hamilton, donate to . it's a win-win-win situation!",  have you seen hamilton yet? ,"do it! see hamilton, donate to . it's a win-win-win situation!",0,i ' m going to do it !,i ' ll do it !,i ' m going to do it !,  i am not sure if i was a kid .,0.8571428571428571,0.7272727272727273,1.0,1.0,1.0,5,9,6,6,4
he's a killer blocker. perfect backup te and short yardage lead blocker,13,0.9166666666666666,0,he is a killer blocker. perfect backup te and short yardage lead blocker,1,he is a killer blocker perfect backup Team effort and short yardage lead blocker,1,he's a killer blocker. perfect backup te and short yardage lead blocker,  id rather have a legit te in case thomas went down over yet another h-back type ,he's a killer blocker. perfect backup te and short yardage lead blocker,0,i ' m not sure he ' s a good blocker . he ' s a good blocker but he ' s not a good blocker .,i ' m not sure i follow . what ' s yardage ?,i ' m not sure he ' s a good blocker . he ' s a good blocker but he ' s not a good blocker .,  i am sorry . i am not sure if i was a kid .,0.9444444444444444,0.6428571428571429,0.5,0.5,0.9,17,12,21,21,9
"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",20,0.85,0,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",0,warrentonka is a do as i say and not as i do persona with her little tomahawk and coup stick,0,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",  &amp; lotsa wampum.... ,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",0,i ' m not sure i understand .,i ' ve never heard of that before . what does it do ?,i ' ve never heard of that before . what does it do ?,  i am sorry to hear that . i am not sure what that means .,0.8,0.7333333333333333,0.9166666666666666,0.8571428571428571,0.9166666666666666,3,13,11,6,11
cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,23,1.0,0,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,0,cop mizansite of a terrible green on blue attack shortly before my sqn got to zabul we never did find the guys…,0,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys,  yes. terrible. about two weeks after i bugged out. ,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys,0,i ' m sorry to hear that .,"oh wow , that ' s a scary place .","oh wow , that ' s a scary place .",  i am not sure if i was a kid .,0.9090909090909091,0.7272727272727273,1.0,1.0,1.0,9,9,7,6,7
"this tweet will be plagiarized, i just feel it",9,1.0,0,"this tweet will be plagiarized, i just feel it",0,this tweet will be plagiarized i just feel it,0,"this tweet will be plagiarized, i just feel it",  cause i'm that funny ,"this tweet will be plagiarized, i just feel it",0,i ' m so sorry . i ' m so sorry .,i hope so .,i hope so .,  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,1.0,0.5555555555555556,1.0,5,9,3,8,3
he should bring mike back.,5,1.0,0,he should bring mike back.,0,he should bring mike back,0,he should bring mike back.,  saving him for steph. ,he should bring mike back.,0,i ' m not sure he ' s ready for that .,why ?,i ' m not sure he ' s ready for that .,  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,1.0,1.0,1.0,4,9,9,9,1
i'm saying though... haha. we hitting our mid 20's. who has time for games anymore!? lol,18,1.0,0,i am saying though... haha. we hitting our mid 20 is. who has time for games anymore!? lol,1,i am saying though haha we hitting our mid 20 is who has time for games anymore laughing out loud,1,i'm saying though... haha. we hitting our mid 20's. who has time for games anymore!? lol,  fuck if i know. people like complicating their lives for fun and they suck in others because they enjoy wasting their time too ,i'm saying though... haha. we hitting our mid 20's. who has time for games anymore!? lol,0,i ' m in my late 20 ' s . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"i do ! i ' m only 26 , but i love to play games !",i ' m in my late 20 ' s . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,  i am not sure . i am not sure if i was a kid .,0.88,0.5333333333333333,1.0,1.0,0.8461538461538461,23,13,7,7,12
rt if you would like to see me with my own show?!? let's make it happen,17,1.0,0,rt if you would like to see me with my own show?!? let is make it happen,0,rt if you would like to see me with my own show let is make it happen,0,rt if you would like to see me with my own show?!? let's make it happen,  oh. yeah i think u would do great starting ur own show.l like it when u did all comdy vidoes ,rt if you would like to see me with my own show?!? let's make it happen,0,i ' m down ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,i would love to see you !,i ' m down ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i know . i am not sure if i was a kid .,0.8636363636363636,0.6923076923076923,1.0,1.0,1.0,21,11,3,3,6
"sooo, i've been thinking about this and i want in into",12,1.0,0,"sooo, i have been thinking about this and i want in into",0,sooo i have been thinking about this and i want in into,0,"sooo, i've been thinking about this and i want in into","  we love adding new members, but you have to start making a lot videos first. ","sooo, i've been thinking about this and i want in into",0,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,what do you want to do ?,i ' m so excited ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.9411764705882353,0.7272727272727273,1.0,1.0,0.8571428571428571,15,9,4,4,6
happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,18,1.0,0,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,0,happening a lot today gop congresspeople figuring out we hate their robberbaron collusion and meanspirited ideas,0,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,"  i love that regular ppl are doing this. not extreme right or left, but regular real ppl...(and extreme gardeners) ",happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,0,i ' m not sure what you mean by mean spirited ideas .,"i ' m not a fan of the gop , but i ' m not a fan of the collusion either .",i ' m not sure what you mean by mean spirited ideas .,  i am not sure if i was a kid .,0.8571428571428571,0.7272727272727273,0.9166666666666666,0.9166666666666666,0.631578947368421,20,9,11,11,18
i have been harassed and retaliated against simply for having a conversation with this whistleblower...,15,0.9333333333333332,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,  take advice .. punch him in the face ,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,0,i ' m sorry to hear that . i ' m sure you ' re doing a great job .,i ' m sorry to hear that . what did you say ?,i ' m sorry to hear that . what did you say ?,  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,1.0,0.875,1.0,7,9,10,15,10
